Date,Information Technology,Real Estate,Materials,Health Care,Financials,Consumer Discretionary,Communication Services,Industrials,Consumer Staples,Energy,Utilities,Days Since COVID,Unemployment Rate
11/3/2020,816.8734818,1391.370018,1050.056679,655.5428162,818.4600201,912.4804993,913.2931671,678.0617523,747.1633186,229.7199936,405.1999969,306,6.7
11/4/2020,868.0705032,1417.709976,1051.230003,700.8049316,831.2700119,927.3146515,949.2654819,658.8085022,751.1600113,226.7899952,399.4799995,307,6.7
11/5/2020,891.2249908,1420.979988,1098.29332,699.1504173,850.5799942,943.9900055,975.4929504,679.7380791,762.9233513,228.3299961,402.9899979,308,6.7
11/6/2020,889.3750076,1434.62001,1114.016678,693.7744827,848.2300205,938.585144,975.3815632,679.9260063,765.3100052,227.7600031,403.7399979,309,6.7
11/9/2020,858.7379837,1381.980019,1134.203331,705.2046356,923.399992,909.746994,918.5556107,727.2788239,741.8566704,247.3500042,407.5100021,312,6.7
11/10/2020,838.0469971,1371.970016,1142.973335,714.9333305,920.7499886,905.1376877,922.4460125,749.1489334,751.0999908,254.0899982,413.8499985,313,6.7
11/11/2020,856.7510223,1410.54998,1111.353325,711.5248604,914.5800056,919.3428497,937.3009205,736.6888885,761.7966843,253.4599972,415.5999985,314,6.7
11/12/2020,852.3849945,1401.889992,1081.603333,712.138485,901.3300076,908.7173309,931.2613392,726.4249535,764.1199799,248.2699947,408.6599998,315,6.7
11/13/2020,857.7735138,1416.179993,1093.933327,718.627327,914.0099945,911.3371887,931.2983551,748.4281387,771.4600029,253.9000015,410.8700104,316,6.7
11/16/2020,861.7444839,1410.090027,1108.100006,717.9551086,926.1300182,918.9929962,929.5321617,777.2460518,772.6433258,265.3399982,412.1600037,319,6.7
11/17/2020,853.716011,1408.059975,1102.343338,714.467186,924.0300102,924.6763458,926.3889866,780.7203789,772.510025,263.7399979,402.7900009,320,6.7
11/18/2020,843.3849945,1379.990013,1095.183357,703.4944305,916.0700111,934.4663239,922.7283211,768.9566765,767.6166801,257.4499989,394.4399948,321,6.7
11/19/2020,847.7794952,1378.430008,1103.069992,696.7080116,913.5200081,940.2243347,927.1080284,772.9233551,770.2266846,259.0000019,390.109993,322,6.7
11/20/2020,839.2190094,1365.809998,1102.510025,695.3652763,895.2699986,935.0533295,926.1887321,767.052002,766.5899963,259.0900021,390.1500053,323,6.7
11/23/2020,833.6874847,1344.470032,1120.090012,694.2330437,915.0000076,951.3994904,913.2742996,786.6822433,766.4799919,268.75,390.810009,326,6.7
11/24/2020,850.0480118,1330.110008,1141.846649,696.9094696,938.2900047,968.7496643,930.7120571,803.4244041,770.2333336,279.9500046,396.6300011,327,6.7
11/25/2020,852.9499817,1336.039986,1127.969986,693.9931183,936.4000111,979.4268036,931.1022625,800.3470573,774.1299973,275.0800018,397.7900085,328,6.7
11/27/2020,858.7479858,1340.790016,1142.999985,700.2622948,931.8300114,983.5903168,941.0269642,800.7263451,774.8333549,272.8699932,394.3399963,330,6.7
11/30/2020,856.2120056,1336.069984,1143.89003,700.6180077,921.8100166,977.1519928,937.5145168,783.3815765,777.3999786,260.5999966,389.4799957,333,6.7
12/1/2020,876.2519913,1358.95002,1149.733322,709.9048882,928.1899929,984.1040039,963.2831097,785.6342125,775.920002,263.7699986,393.3500061,334,6.7
12/2/2020,877.3949814,1328.80999,1117.820007,719.5720558,931.9199924,967.3231812,965.4797897,801.3918152,768.7633286,269.0099983,396.2100029,335,6.7
12/3/2020,869.458519,1331.640015,1100.936661,720.2294579,924.3600197,973.7398529,954.2790394,816.5523949,758.3866463,268.5699997,390.7199974,336,6.7
12/4/2020,865.6270142,1354.070023,1124.513336,725.9670372,940.0100021,969.7289886,953.0591908,826.0247192,760.2366638,275.5999947,384.4599953,337,6.7
